epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,452.495,0.4806,0.90337,0.98321,0.40178,0.00333177,0.00333177,0.00333177
