epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,457.94,0.03106,0.91631,0.98625,0.40578,0.00333177,0.00333177,0.00333177
2,900.116,0.03185,0.91258,0.9859,0.42166,0.00643757,0.00643757,0.00643757
3,1337.97,0.06282,0.87073,0.97692,0.58882,0.00931579,0.00931579,0.00931579
